label_name_embeddings,label_name_axis,cosine_value,sqrt(1-cosine^2)
Stratégie,avancé,0.14092559945882172,0.99002018939876768
Stratégie,collaboratif,-0.11611845981575304,0.99323537154594799
Stratégie,différenciant,-0.016893123193241134,0.9998573010128885
Stratégie,fonctionnel,0.24105495844024075,0.97051146670782507
Stratégie,généraliste,0.076781729931184872,0.9970479256027639
Stratégie,innovant,-0.13019143673028069,0.99148887527904483
Stratégie,intégré,0.074337489048921887,0.99723314110688355
Stratégie,opérationnel,0.26177835816757522,0.96512801803444126
Stratégie,personnalisé,0.08116228609598948,0.99670089962619823
Stratégie,reconnu,0.10773044245224592,0.9941801405022348
Stratégie,sécurisé,-0.083331058150773282,0.99652191884949148
Stratégie,souverain,0.2565143267601428,0.96654042862509937
Stratégie,spécialisé,-0.1443800550489949,0.98952230884606596
Stratégie,stratégique,-0.027427567793654198,0.99962379349679575
Stratégie,structuré,-0.11391283626056878,0.99349074768468415
Conseil stratégique et transformation,avancé,0.16411533239128773,0.98644115773526864
Conseil stratégique et transformation,collaboratif,0.1022710969264919,0.99475656455911465
Conseil stratégique et transformation,différenciant,0.16761481188012253,0.98585256242421526
Conseil stratégique et transformation,fonctionnel,0.10120567068965901,0.9948655246917828
Conseil stratégique et transformation,généraliste,0.013455658181125181,0.99990946853348317
Conseil stratégique et transformation,innovant,0.22337712962100437,0.97473209548176931
Conseil stratégique et transformation,intégré,0.11282560634499177,0.99361480592475315
Conseil stratégique et transformation,opérationnel,0.048268462245031278,0.99883439846277822
Conseil stratégique et transformation,personnalisé,0.037357669184233791,0.99930195864569449
Conseil stratégique et transformation,reconnu,0.12530220374530138,0.9921186207992323
Conseil stratégique et transformation,sécurisé,0.16448176340978185,0.98638012424501365
Conseil stratégique et transformation,souverain,0.29675206201132631,0.95495456106142873
Conseil stratégique et transformation,spécialisé,-0.021592477509251071,0.99976685527927578
Conseil stratégique et transformation,stratégique,0.09200379343394903,0.99575865649953721
Conseil stratégique et transformation,structuré,0.024271539864962478,0.9997054027825315
Conseil stratégique IA,avancé,0.19567619173949785,0.9806685617405746
Conseil stratégique IA,collaboratif,0.13661692931390218,0.99062395217602128
Conseil stratégique IA,différenciant,0.19688932708291404,0.98042572022608487
Conseil stratégique IA,fonctionnel,0.11654878966744521,0.99318496747939844
Conseil stratégique IA,généraliste,0.15625662775455285,0.98771649084277979
Conseil stratégique IA,innovant,0.18988881986844894,0.9818055999478551
Conseil stratégique IA,intégré,0.12929057501207764,0.99160675028614365
Conseil stratégique IA,opérationnel,0.065126988972437835,0.99787698405534131
Conseil stratégique IA,personnalisé,0.019972021763898687,0.99980053928104196
Conseil stratégique IA,reconnu,0.10009252649788838,0.99497813349805309
Conseil stratégique IA,sécurisé,0.13621883619396233,0.99067877168432472
Conseil stratégique IA,souverain,0.33699363087528456,0.941506926554177
Conseil stratégique IA,spécialisé,-0.067147796468992313,0.99774303977996193
Conseil stratégique IA,stratégique,0.13294714304492047,0.991123129160143
Conseil stratégique IA,structuré,0.10630328987991876,0.99433375209770791
Conseil en IA,avancé,0.15216211246318095,0.98835554914754353
Conseil en IA,collaboratif,0.038531613733244006,0.99925738163053468
Conseil en IA,différenciant,0.15176899983826342,0.98841599070841279
Conseil en IA,fonctionnel,0.074823120689683373,0.99719682139999677
Conseil en IA,généraliste,0.031888740661453356,0.99949142478513875
Conseil en IA,innovant,0.029332444679029783,0.99956971127038041
Conseil en IA,intégré,0.10400288543701416,0.99457699542105604
Conseil en IA,opérationnel,-0.16987566766862056,0.98546550296504054
Conseil en IA,personnalisé,0.063324454971514094,0.99799299266205299
Conseil en IA,reconnu,0.055859231737026255,0.9984386542145437
Conseil en IA,sécurisé,0.027333293222227096,0.99962637574327129
Conseil en IA,souverain,0.1327463898583067,0.99115003706784288
Conseil en IA,spécialisé,-0.025498874130519888,0.99967485084805241
Conseil en IA,stratégique,0.081754391383953379,0.99665250688965779
Conseil en IA,structuré,0.16294998164218977,0.98663433119003618
Conseil stratégique,avancé,0.12388293641850538,0.99229683969280513
Conseil stratégique,collaboratif,0.1062269313881361,0.9943419125471179
Conseil stratégique,différenciant,0.16686546751869,0.98597967309157497
Conseil stratégique,fonctionnel,0.29263064273314393,0.95622555233249595
Conseil stratégique,généraliste,0.082672366271973871,0.99657678071235067
Conseil stratégique,innovant,0.23847634097845163,0.97114830731126189
Conseil stratégique,intégré,0.15197111676494796,0.98838493496674384
Conseil stratégique,opérationnel,0.12697843711643744,0.99190547760735093
Conseil stratégique,personnalisé,0.14169287294363289,0.9899106675639876
Conseil stratégique,reconnu,0.16827549533884106,0.9857400051070605
Conseil stratégique,sécurisé,0.24081369028722355,0.97057136088504548
Conseil stratégique,souverain,0.30825715312437701,0.9513030681899719
Conseil stratégique,spécialisé,-0.031455139521883772,0.99950516466782646
Conseil stratégique,stratégique,0.26375611985769565,0.96458939929775966
Conseil stratégique,structuré,0.15729774149050033,0.98755122425218411
Conseil aux dirigeants,avancé,0.16999114387052136,0.98544559007871746
Conseil aux dirigeants,collaboratif,-0.08959158352113146,0.99597858820467422
Conseil aux dirigeants,différenciant,0.094476677164418765,0.99552707520788708
Conseil aux dirigeants,fonctionnel,0.12334147190462433,0.9923642886099846
Conseil aux dirigeants,généraliste,0.062229295481320251,0.99806187923590117
Conseil aux dirigeants,innovant,0.14952586084412828,0.98875781510884775
Conseil aux dirigeants,intégré,0.10391971321352327,0.99458568922221036
Conseil aux dirigeants,opérationnel,-0.10626821934604205,0.9943375008300861
Conseil aux dirigeants,personnalisé,0.25284732450788239,0.96750619144747885
Conseil aux dirigeants,reconnu,0.096003349188323692,0.99538101094235509
Conseil aux dirigeants,sécurisé,0.18090350897665644,0.98350084923193271
Conseil aux dirigeants,souverain,0.066544801926459701,0.99778343809494463
Conseil aux dirigeants,spécialisé,0.11717717368455201,0.99311102600227952
Conseil aux dirigeants,stratégique,0.13437665939222146,0.99093032722315388
Conseil aux dirigeants,structuré,0.15458859928332197,0.98797892941682741
Conseil en management,avancé,0.12676299751986247,0.99193303325364623
